Trait.type,Rate,Taxon,Study,Mean.Rate,Taxon2,NatExp,Species
M,0.028391947,I,s50,0.007717823,A,N,Jadera.haematoloma
M,0.028398745,I,s50,0.007717823,A,N,Jadera.haematoloma
M,0.029225213,I,s50,0.007717823,A,N,Jadera.haematoloma
M,0.004497584,I,s50,0.007717823,A,N,Jadera.haematoloma
M,0.014055033,I,s50,0.007717823,A,N,Jadera.haematoloma
M,-0.00432775,I,s50,0.007717823,A,N,Jadera.haematoloma
M,0.010983576,I,s50,0.007717823,A,N,Jadera.haematoloma
M,-0.015489799,V,s51,0.00840155,A,N,Zosterops.lateralis
M,-0.005117216,V,s51,0.00840155,A,N,Zosterops.lateralis
M,-0.003238235,V,s51,0.00840155,A,N,Zosterops.lateralis
M,0.080774874,V,s51,0.00840155,A,N,Zosterops.lateralis
M,-0.001577026,V,s51,0.00840155,A,N,Zosterops.lateralis
M,0.002521814,V,s51,0.00840155,A,N,Zosterops.lateralis
M,0.017386148,V,s51,0.00840155,A,N,Zosterops.lateralis
M,0.022484708,V,s51,0.00840155,A,N,Zosterops.lateralis
M,-0.016726418,V,s51,0.00840155,A,N,Zosterops.lateralis
M,-0.006613121,V,s51,0.00840155,A,N,Zosterops.lateralis
M,-0.004470439,V,s51,0.00840155,A,N,Zosterops.lateralis
M,0.062393804,V,s51,0.00840155,A,N,Zosterops.lateralis
M,-0.013831901,V,s51,0.00840155,A,N,Zosterops.lateralis
M,-0.002330169,V,s51,0.00840155,A,N,Zosterops.lateralis
M,0.058266973,V,s51,0.00840155,A,N,Zosterops.lateralis
M,-0.014842032,V,s51,0.00840155,A,N,Zosterops.lateralis
M,-0.002691298,V,s51,0.00840155,A,N,Zosterops.lateralis
M,0.006231353,V,s51,0.00840155,A,N,Zosterops.lateralis
M,0.012280074,V,s51,0.00840155,A,N,Zosterops.lateralis
M,-0.028640899,V,s51,0.00840155,A,N,Zosterops.lateralis
M,0.011075828,V,s51,0.00840155,A,N,Zosterops.lateralis
M,0.013194097,V,s51,0.00840155,A,N,Zosterops.lateralis
M,0.048263814,V,s51,0.00840155,A,N,Zosterops.lateralis
M,-0.011118092,V,s51,0.00840155,A,N,Zosterops.lateralis
M,-0.000154873,V,s51,0.00840155,A,N,Zosterops.lateralis
M,0.009407475,V,s51,0.00840155,A,N,Zosterops.lateralis
M,0.019273943,V,s51,0.00840155,A,N,Zosterops.lateralis
M,-0.010169226,V,s51,0.00840155,A,N,Zosterops.lateralis
M,-0.0081581,V,s51,0.00840155,A,N,Zosterops.lateralis
M,0.0149662,V,s51,0.00840155,A,N,Zosterops.lateralis
M,0.019946921,V,s51,0.00840155,A,N,Zosterops.lateralis
M,-0.015182855,V,s51,0.00840155,A,N,Zosterops.lateralis
M,-0.005590638,V,s51,0.00840155,A,N,Zosterops.lateralis
M,0.017546855,V,s51,0.00840155,A,N,Zosterops.lateralis
M,0.020383138,V,s51,0.00840155,A,N,Zosterops.lateralis
M,-0.024613315,V,s51,0.00840155,A,N,Zosterops.lateralis
M,0.007510987,V,s51,0.00840155,A,N,Zosterops.lateralis
M,0.010016062,V,s51,0.00840155,A,N,Zosterops.lateralis
M,0.016904962,V,s51,0.00840155,A,N,Zosterops.lateralis
M,-0.119712772,V,s52,-0.034741407,A,N,Telespyza.cantans
M,-0.072949171,V,s52,-0.034741407,A,N,Telespyza.cantans
M,-0.016299384,V,s52,-0.034741407,A,N,Telespyza.cantans
M,0.032137484,V,s52,-0.034741407,A,N,Telespyza.cantans
M,0.032514529,V,s52,-0.034741407,A,N,Telespyza.cantans
M,-0.007843513,V,s52,-0.034741407,A,N,Telespyza.cantans
M,-0.002227493,V,s52,-0.034741407,A,N,Telespyza.cantans
M,-0.001541722,V,s52,-0.034741407,A,N,Telespyza.cantans
M,0.015288134,V,s52,-0.034741407,A,N,Telespyza.cantans
M,0.0276045,V,s52,-0.034741407,A,N,Telespyza.cantans
M,-0.087418008,V,s52,-0.034741407,A,N,Telespyza.cantans
M,-0.069186485,V,s52,-0.034741407,A,N,Telespyza.cantans
M,-0.016847432,V,s52,-0.034741407,A,N,Telespyza.cantans
M,0.005608069,V,s52,-0.034741407,A,N,Telespyza.cantans
M,0.018111483,V,s52,-0.034741407,A,N,Telespyza.cantans
M,0.048435481,V,s52,-0.034741407,A,N,Telespyza.cantans
M,-0.076813691,V,s52,-0.034741407,A,N,Telespyza.cantans
M,-0.062092761,V,s52,-0.034741407,A,N,Telespyza.cantans
M,-0.008666471,V,s52,-0.034741407,A,N,Telespyza.cantans
M,-0.007422261,V,s52,-0.034741407,A,N,Telespyza.cantans
M,0.025125726,V,s52,-0.034741407,A,N,Telespyza.cantans
M,0.029544926,V,s52,-0.034741407,A,N,Telespyza.cantans
M,-0.085484516,V,s52,-0.034741407,A,N,Telespyza.cantans
M,-0.060173885,V,s52,-0.034741407,A,N,Telespyza.cantans
M,-0.057497683,V,s52,-0.034741407,A,N,Telespyza.cantans
M,-0.044549859,V,s52,-0.034741407,A,N,Telespyza.cantans
M,-0.003591171,V,s52,-0.034741407,A,N,Telespyza.cantans
M,0.002112381,V,s52,-0.034741407,A,N,Telespyza.cantans
M,-0.266914032,V,s53,-0.034741407,A,N,Anser.caerulescens.caerulescens
M,-0.00528698,V,s53,-0.034741407,A,N,Anser.caerulescens.caerulescens
M,-0.020429836,V,s53,-0.034741407,A,N,Anser.caerulescens.caerulescens
S,0.266790574,V,s54,0.391467185,A,N,Poecilia.reticulata
S,0.687871541,V,s54,0.391467185,A,N,Poecilia.reticulata
S,0.582091731,V,s54,0.391467185,A,N,Poecilia.reticulata
S,0.742049266,V,s54,0.391467185,A,N,Poecilia.reticulata
M,-0.017,V,s55,0.008547851,A,N,Parus.major
M,0.013,V,s55,0.008547851,A,N,Parus.major
M,-0.002883468,V,s56,0.008547851,A,N,Parus.major
M,0.004860427,V,s56,0.008547851,A,N,Parus.major
M,9.17E-05,V,s56,0.008547851,A,N,Parus.major
M,0.003792693,V,s56,0.008547851,A,N,Parus.major
M,0.0018,I,s57,-0.047999407,A,N,Drosophila.subobscura
M,0.0047,I,s57,-0.047999407,A,N,Drosophila.subobscura
M,0.005735767,I,s57,-0.047999407,A,N,Drosophila.subobscura
M,0.01369901,I,s57,-0.047999407,A,N,Drosophila.subobscura
M,-0.025686789,I,s57,-0.047999407,A,N,Drosophila.subobscura
M,-0.022832469,I,s57,-0.047999407,A,N,Drosophila.subobscura
M,0.0101,I,s57,-0.047999407,A,N,Drosophila.subobscura
M,0.0138,I,s57,-0.047999407,A,N,Drosophila.subobscura
M,-0.008091781,I,s57,-0.047999407,A,N,Drosophila.subobscura
M,0.0082,I,s57,-0.047999407,A,N,Drosophila.subobscura
M,0.0086,I,s57,-0.047999407,A,N,Drosophila.subobscura
M,-0.371759324,V,s58,0.088036773,A,N,Geospiza.fortis
M,0.657394848,V,s58,0.088036773,A,N,Geospiza.fortis
M,0.104086938,V,s58,0.088036773,A,N,Geospiza.fortis
M,0.429254443,V,s58,0.088036773,A,N,Geospiza.fortis
M,-0.267655364,V,s58,0.088036773,A,N,Geospiza.fortis
M,0.482718131,V,s58,0.088036773,A,N,Geospiza.fortis
M,-0.118956271,V,s58,0.088036773,A,N,Geospiza.fortis
M,0.27421848,V,s58,0.088036773,A,N,Geospiza.fortis
M,-0.376025138,V,s58,0.088036773,A,N,Geospiza.fortis
M,0.708522073,V,s58,0.088036773,A,N,Geospiza.fortis
M,-0.486243571,V,s58,0.088036773,A,N,Geospiza.fortis
M,0.398379537,V,s58,0.088036773,A,N,Geospiza.fortis
M,-0.525,V,s59,0.088036773,A,N,Geospiza.fortis
M,0.1,V,s59,0.088036773,A,N,Geospiza.fortis
M,-0.33,V,s59,0.088036773,A,N,Geospiza.fortis
M,-0.225,V,s59,0.088036773,A,N,Geospiza.fortis
M,-0.125,V,s59,0.088036773,A,N,Geospiza.fortis
M,0.325,V,s59,0.088036773,A,N,Geospiza.fortis
M,0.325,V,s59,0.088036773,A,N,Geospiza.fortis
M,0.35,V,s59,0.088036773,A,N,Geospiza.fortis
M,0.6,V,s59,0.088036773,A,N,Geospiza.fortis
L,0.488894855,I,s60,0.088036773,A,N,Diaptomus.sanguineus
L,-1.141936867,V,s61,-0.077276695,A,N,Coregonus.clupeaformis
L,-0.017,V,s62,0.017684211,A,N,Thymallus.thymallus
L,-0.01,V,s62,0.017684211,A,N,Thymallus.thymallus
L,-0.007,V,s62,0.017684211,A,N,Thymallus.thymallus
L,-0.005,V,s62,0.017684211,A,N,Thymallus.thymallus
L,0.01,V,s62,0.017684211,A,N,Thymallus.thymallus
L,0.014,V,s62,0.017684211,A,N,Thymallus.thymallus
L,0.015,V,s62,0.017684211,A,N,Thymallus.thymallus
L,0.02,V,s62,0.017684211,A,N,Thymallus.thymallus
L,0.028,V,s62,0.017684211,A,N,Thymallus.thymallus
L,0.05,V,s62,0.017684211,A,N,Thymallus.thymallus
L,-0.283,V,s62,0.017684211,A,N,Thymallus.thymallus
L,-0.09,V,s62,0.017684211,A,N,Thymallus.thymallus
L,-0.01,V,s62,0.017684211,A,N,Thymallus.thymallus
L,0.025,V,s62,0.017684211,A,N,Thymallus.thymallus
L,0.068,V,s62,0.017684211,A,N,Thymallus.thymallus
L,0.101,V,s62,0.017684211,A,N,Thymallus.thymallus
L,0.127,V,s62,0.017684211,A,N,Thymallus.thymallus
M,-0.111,V,s63,0.1112,A,N,Thymallus.thymallus
M,-0.039,V,s63,0.1112,A,N,Thymallus.thymallus
M,0.185,V,s63,0.1112,A,N,Thymallus.thymallus
M,0.245,V,s63,0.1112,A,N,Thymallus.thymallus
M,0.276,V,s63,0.1112,A,N,Thymallus.thymallus
L,-0.261,V,s64,0.020270175,A,N,Thymallus.thymallus
L,-0.184,V,s64,0.020270175,A,N,Thymallus.thymallus
L,-0.166,V,s64,0.020270175,A,N,Thymallus.thymallus
L,-0.098,V,s64,0.020270175,A,N,Thymallus.thymallus
L,0.133,V,s64,0.020270175,A,N,Thymallus.thymallus
L,-0.255,V,s64,0.020270175,A,N,Thymallus.thymallus
L,0.016,V,s64,0.020270175,A,N,Thymallus.thymallus
L,0.055,V,s64,0.020270175,A,N,Thymallus.thymallus
L,0.089,V,s64,0.020270175,A,N,Thymallus.thymallus
L,0.249,V,s64,0.020270175,A,N,Thymallus.thymallus
M,-0.179,V,s64,0.020270175,A,N,Thymallus.thymallus
M,-0.04,V,s64,0.020270175,A,N,Thymallus.thymallus
M,-0.033,V,s64,0.020270175,A,N,Thymallus.thymallus
M,0.033,V,s64,0.020270175,A,N,Thymallus.thymallus
M,0.09,V,s64,0.020270175,A,N,Thymallus.thymallus
M,0.00973272,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.020417659,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.029503847,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.033823529,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.034101315,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.035996167,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.040491878,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.043041713,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.045926974,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.051841977,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.059534814,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.066327952,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.095216664,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.104100859,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.113130152,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.123557105,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.124404104,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.12648459,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.128820207,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.137757558,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.139227762,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.140968565,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.146888246,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.149016397,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.149947259,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.15075622,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.170052943,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.178028469,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.194245895,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.194512146,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.205850028,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.212289459,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,-0.199608268,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,-0.146335392,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,-0.12964469,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,-0.102696284,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,-0.081840121,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,-0.072385473,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,-0.070048187,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,-0.06958443,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,-0.066323985,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,-0.062206589,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,-0.059059427,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,-0.058720032,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,-0.05453718,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,-0.050813332,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,-0.049912366,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,-0.045432874,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,-0.041237758,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,-0.03972683,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,-0.019384749,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,-0.011536243,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,-0.009703235,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,-0.003476662,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.000862834,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.009918505,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.019686286,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.024730564,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.032972192,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.039042078,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.045797336,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.054103966,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.059628531,V,s65,0.017164428,A,N,Limnothrissa.miodon
M,0.023735072,V,s66,0.062177166,A,N,Oncorhynchus.nerka
M,0.052157329,V,s66,0.062177166,A,N,Oncorhynchus.nerka
M,0.064666601,V,s66,0.062177166,A,N,Oncorhynchus.nerka
M,0.097268004,V,s66,0.062177166,A,N,Oncorhynchus.nerka
M,0.118492923,V,s66,0.062177166,A,N,Oncorhynchus.nerka
M,0.121947405,V,s66,0.062177166,A,N,Oncorhynchus.nerka
M,0.004885338,V,s66,0.062177166,A,N,Oncorhynchus.nerka
M,0.005240309,V,s66,0.062177166,A,N,Oncorhynchus.nerka
M,0.009096825,V,s66,0.062177166,A,N,Oncorhynchus.nerka
M,0.047801394,V,s66,0.062177166,A,N,Oncorhynchus.nerka
M,0.050656467,V,s66,0.062177166,A,N,Oncorhynchus.nerka
M,0.053512638,V,s66,0.062177166,A,N,Oncorhynchus.nerka
M,0.056069789,V,s66,0.062177166,A,N,Oncorhynchus.nerka
M,0.092223077,V,s66,0.062177166,A,N,Oncorhynchus.nerka
M,0.096088205,V,s66,0.062177166,A,N,Oncorhynchus.nerka
M,0.100993286,V,s66,0.062177166,A,N,Oncorhynchus.nerka
L,-0.06906781,V,s67,-0.045590978,A,N,Oncorhynchus.nerka
L,-0.022114145,V,s67,-0.045590978,A,N,Oncorhynchus.nerka
M,-0.000220945,I,s68,0.050151023,A,N,Pararge.aegeria
M,0.00069849,I,s68,0.050151023,A,N,Pararge.aegeria
M,0.000915969,I,s68,0.050151023,A,N,Pararge.aegeria
M,0.001112621,I,s68,0.050151023,A,N,Pararge.aegeria
M,-0.010386581,V,s69,0.003886254,A,N,Passer.domesticus
M,-0.008886947,V,s69,0.003886254,A,N,Passer.domesticus
M,0.000529444,V,s69,0.003886254,A,N,Passer.domesticus
M,0.008037203,V,s69,0.003886254,A,N,Passer.domesticus
M,0.009666975,V,s69,0.003886254,A,N,Passer.domesticus
M,0.02435743,V,s69,0.003886254,A,N,Passer.domesticus
L,0.0108,V,s70,0.0263,A,N,Oncorhynchus.tshawytscha
L,0.0384,V,s70,0.0263,A,N,Oncorhynchus.tshawytscha
L,0.0484,V,s70,0.0263,A,N,Oncorhynchus.tshawytscha
L,0.02,V,s70,0.0263,A,N,Oncorhynchus.tshawytscha
M,0.0377,V,s70,0.0263,A,N,Oncorhynchus.tshawytscha
L,0.027,V,s70,0.0263,A,N,Oncorhynchus.tshawytscha
L,0.032,V,s70,0.0263,A,N,Oncorhynchus.tshawytscha
L,0.009,V,s70,0.0263,A,N,Oncorhynchus.tshawytscha
L,0.0198,V,s70,0.0263,A,N,Oncorhynchus.tshawytscha
L,0.066,V,s70,0.0263,A,N,Oncorhynchus.tshawytscha
L,0.0214,V,s70,0.0263,A,N,Oncorhynchus.tshawytscha
M,0.006,V,s70,0.0263,A,N,Oncorhynchus.tshawytscha
M,0.01,V,s70,0.0263,A,N,Oncorhynchus.tshawytscha
M,0.017,V,s70,0.0263,A,N,Oncorhynchus.tshawytscha
M,0.031,V,s70,0.0263,A,N,Oncorhynchus.tshawytscha
M,0.030604561,V,s71,0.017847732,A,N,Oncorhynchus.tsawytscha
M,0.045,V,s71,0.017847732,A,N,Oncorhynchus.tsawytscha
M,-0.003660109,V,s71,0.017847732,A,N,Oncorhynchus.tsawytscha
M,-0.003858059,V,s71,0.017847732,A,N,Oncorhynchus.tsawytscha
M,-0.036769051,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,0.0011367,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,-0.052352337,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,0.023521543,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,0.030633159,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,0.076701559,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,0.008929839,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,0.2122553,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,0.017636631,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,0.184772237,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,0.032952049,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,0.316674146,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,0.021722925,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,0.357093941,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,-0.046582973,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,-0.042371997,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,-0.097616898,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,-0.046783872,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,0.038384233,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,0.122426129,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,-0.2310261,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,0.042834506,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,-0.196029187,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,-0.003291278,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,-0.143553921,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,-0.011604234,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,-0.332474041,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,0,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,-0.213682746,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,0.019201745,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,-0.233816219,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,-0.021091886,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,-0.241658269,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,-0.019866766,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,-0.240039966,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,-0.023992865,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,0.038582338,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,0.201239271,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,-0.103966014,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,-0.009775578,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,0.036352099,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,0.157590654,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,-0.008699259,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,0.019240063,V,s72,-0.03039538,A,N,Gasterosteus.aculeatus
M,-0.123693058,V,s73,-0.046755107,A,N,Branta.leucopsis
M,-0.110672216,V,s73,-0.046755107,A,N,Branta.leucopsis
M,0.012649135,V,s73,-0.046755107,A,N,Branta.leucopsis
M,0.015811433,V,s73,-0.046755107,A,N,Branta.leucopsis
M,-0.091710928,V,s73,-0.046755107,A,N,Branta.leucopsis
M,-0.076425223,V,s73,-0.046755107,A,N,Branta.leucopsis
M,0,V,s73,-0.046755107,A,N,Branta.leucopsis
M,0,V,s73,-0.046755107,A,N,Branta.leucopsis
M,-0.059466237,V,s74,-0.014959816,A,N,Anolis.sagrei
M,-0.050369158,V,s74,-0.014959816,A,N,Anolis.sagrei
M,-0.034344054,V,s74,-0.014959816,A,N,Anolis.sagrei
M,-0.025331104,V,s74,-0.014959816,A,N,Anolis.sagrei
M,-0.021543571,V,s74,-0.014959816,A,N,Anolis.sagrei
M,-0.021313877,V,s74,-0.014959816,A,N,Anolis.sagrei
M,-0.019978839,V,s74,-0.014959816,A,N,Anolis.sagrei
M,-0.010608869,V,s74,-0.014959816,A,N,Anolis.sagrei
M,0.0016201,V,s74,-0.014959816,A,N,Anolis.sagrei
M,0.01135073,V,s74,-0.014959816,A,N,Anolis.sagrei
M,0.021230997,V,s74,-0.014959816,A,N,Anolis.sagrei
M,0.041509362,V,s74,-0.014959816,A,N,Anolis.sagrei
M,-0.105383324,V,s74,-0.014959816,A,N,Anolis.sagrei
M,-0.097662346,V,s74,-0.014959816,A,N,Anolis.sagrei
M,-0.085200811,V,s74,-0.014959816,A,N,Anolis.sagrei
M,-0.072006567,V,s74,-0.014959816,A,N,Anolis.sagrei
M,-0.053297466,V,s74,-0.014959816,A,N,Anolis.sagrei
M,-0.043435279,V,s74,-0.014959816,A,N,Anolis.sagrei
M,-0.04212074,V,s74,-0.014959816,A,N,Anolis.sagrei
M,-0.041511337,V,s74,-0.014959816,A,N,Anolis.sagrei
M,-0.036724757,V,s74,-0.014959816,A,N,Anolis.sagrei
M,-0.033716249,V,s74,-0.014959816,A,N,Anolis.sagrei
M,0.003751006,V,s74,-0.014959816,A,N,Anolis.sagrei
M,0.007384946,V,s74,-0.014959816,A,N,Anolis.sagrei
M,-0.080684881,V,s74,-0.014959816,A,N,Anolis.sagrei
M,-0.027626259,V,s74,-0.014959816,A,N,Anolis.sagrei
M,0.00769969,V,s74,-0.014959816,A,N,Anolis.sagrei
M,0.008220754,V,s74,-0.014959816,A,N,Anolis.sagrei
M,0.011204732,V,s74,-0.014959816,A,N,Anolis.sagrei
M,0.012545494,V,s74,-0.014959816,A,N,Anolis.sagrei
M,0.024073969,V,s74,-0.014959816,A,N,Anolis.sagrei
M,0.032839395,V,s74,-0.014959816,A,N,Anolis.sagrei
M,0.048158558,V,s74,-0.014959816,A,N,Anolis.sagrei
M,0.057298249,V,s74,-0.014959816,A,N,Anolis.sagrei
M,0.064616773,V,s74,-0.014959816,A,N,Anolis.sagrei
M,0.070267581,V,s74,-0.014959816,A,N,Anolis.sagrei
P,-0.036533629,V,s75,-0.032863993,A,N,Poecilia.reticulata
P,-0.029194357,V,s75,-0.032863993,A,N,Poecilia.reticulata
P,-0.03152029,V,s76,0.014722325,A,N,Poecilia.reticulata
P,-0.001701111,V,s76,0.014722325,A,N,Poecilia.reticulata
P,0.039995566,I,s77,0.028519655,A,N,Physa.virgata
P,0.014676143,I,s77,0.028519655,A,N,Physa.virgata
P,0.030887257,I,s77,0.028519655,A,N,Physa.virgata
P,0.000600569,V,s78,0.139504683,A,N,Gambusia.holbrooki
P,0.000455632,V,s78,0.139504683,A,N,Gambusia.holbrooki
M,-0.0368,V,s79,-0.017175,A,N,Ovis.aries
M,-0.0286,V,s79,-0.017175,A,N,Ovis.aries
M,0.0093,V,s79,-0.017175,A,N,Ovis.aries
M,0.0452,V,s79,-0.017175,A,N,Ovis.aries
M,-0.0468,V,s79,-0.017175,A,N,Ovis.aries
M,-0.0372,V,s79,-0.017175,A,N,Ovis.aries
M,-0.0021,V,s79,-0.017175,A,N,Ovis.aries
M,0,V,s79,-0.017175,A,N,Ovis.aries
M,-0.1337,V,s79,-0.017175,A,N,Ovis.aries
M,-0.0047,V,s79,-0.017175,A,N,Ovis.aries
M,0.0003,V,s79,-0.017175,A,N,Ovis.aries
M,0.029,V,s79,-0.017175,A,N,Ovis.aries
M,0.038048855,V,s80,-0.353480458,A,N,Hirundo.rustica
M,0.098927022,V,s80,-0.353480458,A,N,Hirundo.rustica
M,-0.010520779,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,-0.00750672,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,0.004902843,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,-0.005853784,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,-0.002973401,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,0.01188805,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,-0.020400671,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,0.001560548,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,0.012992446,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,-0.012903092,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,-0.002362924,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,0.015616418,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,-0.025827727,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,-0.02310068,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,0.023992074,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,-0.01986987,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,0.016502016,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,0.026367555,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,-0.060212628,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,-0.052687273,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,-0.031812059,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
