Dbase,StudyID,Taxon,Trait.type,Beta,Beta_SE,abs_Beta,Gamma,Gamma_SE,GamPos,GamNeg,Species
WPetal,43WP,V,M,-0.1,0.13,0.1,NA,NA,NA,NA,Rhodeus.amarus
WPetal,43WP,V,M,-0.01,0.09,0.01,NA,NA,NA,NA,Rhodeus.amarus
WPetal,43WP,V,M,-0.29,0.17,0.29,NA,NA,NA,NA,Rhodeus.amarus
WPetal,43WP,V,M,-0.74,0.18,0.74,NA,NA,NA,NA,Rhodeus.amarus
WPetal,43WP,V,M,-0.03,0.1,0.03,NA,NA,NA,NA,Rhodeus.amarus
WPetal,43WP,V,M,0.36,0.1,0.36,NA,NA,NA,NA,Rhodeus.amarus
WPetal,43WP,V,M,0.17,0.1,0.17,NA,NA,NA,NA,Rhodeus.amarus
WPetal,44WP,P,M,0.1,0.06,0.1,NA,NA,NA,NA,Helleborus.foetidus
WPetal,44WP,P,M,0.09,0.04,0.09,NA,NA,NA,NA,Helleborus.foetidus
WPetal,44WP,P,M,-0.02,0.04,0.02,NA,NA,NA,NA,Helleborus.foetidus
WPetal,44WP,P,M,0.39,0.06,0.39,NA,NA,NA,NA,Helleborus.foetidus
WPetal,44WP,P,M,0.13,0.33,0.13,NA,NA,NA,NA,Helleborus.foetidus
WPetal,44WP,P,M,-0.36,0.17,0.36,NA,NA,NA,NA,Helleborus.foetidus
WPetal,44WP,P,M,-0.04,0.12,0.04,NA,NA,NA,NA,Helleborus.foetidus
WPetal,44WP,P,M,0.35,0.31,0.35,NA,NA,NA,NA,Helleborus.foetidus
WPetal,44WP,P,M,-0.07,0.22,0.07,NA,NA,NA,NA,Helleborus.foetidus
WPetal,44WP,P,M,-0.12,0.14,0.12,NA,NA,NA,NA,Helleborus.foetidus
WPetal,44WP,P,M,0.23,0.11,0.23,NA,NA,NA,NA,Helleborus.foetidus
WPetal,44WP,P,M,0.41,0.19,0.41,NA,NA,NA,NA,Helleborus.foetidus
WPetal,44WP,P,M,-0.04,0.04,0.04,NA,NA,NA,NA,Helleborus.foetidus
WPetal,44WP,P,M,-0.01,0.02,0.01,NA,NA,NA,NA,Helleborus.foetidus
WPetal,44WP,P,M,0.06,0.02,0.06,NA,NA,NA,NA,Helleborus.foetidus
WPetal,44WP,P,M,0.45,0.03,0.45,NA,NA,NA,NA,Helleborus.foetidus
WPetal,44WP,P,M,-0.07,0.21,0.07,NA,NA,NA,NA,Helleborus.foetidus
WPetal,44WP,P,M,0.36,0.07,0.36,NA,NA,NA,NA,Helleborus.foetidus
WPetal,44WP,P,M,0.04,0.08,0.04,NA,NA,NA,NA,Helleborus.foetidus
WPetal,44WP,P,M,0.6,0.22,0.6,NA,NA,NA,NA,Helleborus.foetidus
WPetal,45WP,V,M,0.695,0.244,0.695,-0.053,0.382,NA,-0.053,Chamaecrista.fasciculata
WPetal,45WP,V,M,0.895,0.209,0.895,0.151,0.289,0.151,NA,Chamaecrista.fasciculata
WPetal,45WP,V,M,-0.096,0.165,0.096,-0.042,0.237,NA,-0.042,Chamaecrista.fasciculata
WPetal,45WP,V,M,1.294,0.224,1.294,0.878,0.472,0.878,NA,Chamaecrista.fasciculata
WPetal,45WP,V,M,0.127,0.119,0.127,-0.292,0.209,NA,-0.292,Chamaecrista.fasciculata
WPetal,45WP,V,M,0.646,0.009,0.646,-0.07,0.37,NA,-0.07,Chamaecrista.fasciculata
WPetal,46WP,P,L,-0.26,0.021683673,0.26,0.02,0.084183673,0.02,NA,Arabidopsis.lyrata
WPetal,46WP,P,L,0.23,0.021683673,0.23,0.04,0.073979592,0.02,NA,Arabidopsis.lyrata
WPetal,46WP,P,L,-0.14,0.021683673,0.14,-0.26,0.011479592,NA,-0.03,Arabidopsis.lyrata
WPetal,46WP,P,L,0.28,0.021683673,0.28,-0.07,0.089285714,0.05,NA,Arabidopsis.lyrata
WPetal,46WP,P,L,-0.66,0.021683673,0.66,0.41,0.170918367,0.09,NA,Arabidopsis.lyrata
WPetal,46WP,P,L,-0.2,0.021683673,0.2,-0.02,0.089285714,NA,-0.2,Arabidopsis.lyrata
WPetal,46WP,P,L,-0.02,0.021683673,0.02,-0.12,0.147959184,0.42,NA,Arabidopsis.lyrata
WPetal,46WP,P,L,0.51,0.021683673,0.51,0.26,0.181122449,NA,-0.14,Arabidopsis.lyrata
WPetal,46WP,P,L,0.16,0.021683673,0.16,-0.04,0.130102041,NA,-0.05,Arabidopsis.lyrata
WPetal,46WP,P,L,-0.88,0.021683673,0.88,-0.18,0.173469388,NA,-0.3,Arabidopsis.lyrata
WPetal,46WP,P,L,0.14,0.021683673,0.14,0.08,0.058673469,NA,-0.03,Arabidopsis.lyrata
WPetal,46WP,P,L,-0.32,0.021683673,0.32,-0.25,0.198979592,NA,-0.1,Arabidopsis.lyrata
WPetal,46WP,P,L,1.92,0.021683673,1.92,0.37,0.209183673,0.03,NA,Arabidopsis.lyrata
WPetal,46WP,P,L,-0.2,0.021683673,0.2,-0.15,0.147959184,0.05,NA,Arabidopsis.lyrata
WPetal,46WP,P,L,-0.26,0.021683673,0.26,0.11,0.071428571,NA,-0.004,Arabidopsis.lyrata
WPetal,46WP,P,L,-0.04,0.021683673,0.04,0.03,0.043367347,0.05,NA,Arabidopsis.lyrata
WPetal,46WP,P,L,-0.03,0.021683673,0.03,0.03,0.104591837,0.05,NA,Arabidopsis.lyrata
WPetal,46WP,P,L,1.36,0.021683673,1.36,-0.02,0.142857143,0.05,NA,Arabidopsis.lyrata
WPetal,46WP,P,L,0.04,0.021683673,0.04,0.05,0.137755102,0.05,NA,Arabidopsis.lyrata
WPetal,46WP,P,L,-0.12,0.021683673,0.12,0.08,0.089285714,0.05,NA,Arabidopsis.lyrata
WPetal,47WP,I,S,0.022,0.05,0.022,-0.054,0.03,NA,-0.054,Onthophagus.taurus
WPetal,47WP,I,S,-0.101,0.046,0.101,0.014,0.023,0.014,NA,Onthophagus.taurus
WPetal,47WP,I,S,-0.073,0.059,0.073,0.044,0.037,0.044,NA,Onthophagus.taurus
WPetal,47WP,I,S,-0.3,0.063,0.3,-0.056,0.044,NA,-0.056,Onthophagus.taurus
WPetal,47WP,I,S,-0.013,NA,0.013,0.012,NA,0.012,NA,Onthophagus.taurus
WPetal,47WP,I,S,0.089,NA,0.089,-0.134,NA,NA,-0.134,Onthophagus.taurus
WPetal,47WP,I,S,0.027,NA,0.027,0.242,NA,0.242,NA,Onthophagus.taurus
WPetal,47WP,I,S,-0.098,NA,0.098,-0.006,NA,NA,-0.006,Onthophagus.taurus
WPetal,47WP,I,S,-0.064,NA,0.064,0,NA,NA,NA,Onthophagus.taurus
WPetal,47WP,I,S,-0.011,NA,0.011,0.026,NA,0.026,NA,Onthophagus.taurus
WPetal,47WP,I,S,0.026,NA,0.026,-0.026,NA,NA,-0.026,Onthophagus.taurus
WPetal,47WP,I,S,0.054,NA,0.054,-0.018,NA,NA,-0.018,Onthophagus.taurus
WPetal,47WP,I,S,-0.009,NA,0.009,0.016,NA,0.016,NA,Onthophagus.taurus
WPetal,47WP,I,S,-0.027,NA,0.027,-0.056,NA,NA,-0.056,Onthophagus.taurus
WPetal,48WP,I,L,-0.011,NA,0.011,NA,NA,NA,NA,Drosophila.serrata
WPetal,48WP,I,L,0.026,NA,0.026,NA,NA,NA,NA,Drosophila.serrata
WPetal,48WP,I,L,0.005,NA,0.005,NA,NA,NA,NA,Drosophila.serrata
WPetal,48WP,I,L,-0.046,NA,0.046,NA,NA,NA,NA,Drosophila.serrata
WPetal,48WP,I,S,0.089,NA,0.089,NA,NA,NA,NA,Drosophila.serrata
WPetal,48WP,I,S,-0.051,NA,0.051,NA,NA,NA,NA,Drosophila.serrata
WPetal,48WP,I,S,-0.06,NA,0.06,NA,NA,NA,NA,Drosophila.serrata
WPetal,48WP,I,S,0.012,NA,0.012,NA,NA,NA,NA,Drosophila.serrata
WPetal,49WP,P,M,-0.029,0.028,0.029,-0.002,0.021,NA,-0.002,Sinapsis.arvensis
WPetal,49WP,P,M,0.005,0.028,0.005,-0.033,0.017,NA,-0.033,Sinapsis.arvensis
WPetal,49WP,P,M,0.107,0.04,0.107,-0.008,0.024,NA,-0.008,Sinapsis.arvensis
WPetal,49WP,P,M,-0.039,0.027,0.039,-0.038,0.015,NA,-0.038,Sinapsis.arvensis
WPetal,49WP,P,M,-0.07,0.032,0.07,0.023,0.025,0.023,NA,Sinapsis.arvensis
WPetal,49WP,P,M,0.052,0.031,0.052,-0.029,0.027,NA,-0.029,Sinapsis.arvensis
WPetal,49WP,P,M,0.088,0.049,0.088,-0.068,0.055,NA,-0.068,Sinapsis.arvensis
WPetal,49WP,P,M,-0.185,0.042,0.185,-0.037,0.037,NA,-0.037,Sinapsis.arvensis
WPetal,50WP,P,L,-0.69,0.287,0.69,1.417,0.309,1.417,NA,Cypripedium.japonicum
WPetal,50WP,P,L,-0.934,0.188,0.934,0.438,0.162,0.438,NA,Cypripedium.japonicum
WPetal,50WP,P,L,-0.561,0.155,0.561,1.043,0.202,1.043,NA,Cypripedium.japonicum
WPetal,50WP,P,L,-0.906,0.17,0.906,0.551,0.23,0.551,NA,Cypripedium.japonicum
WPetal,50WP,P,L,-1.068,0.453,1.068,1.342,0.488,1.342,NA,Cypripedium.japonicum
WPetal,50WP,P,L,-0.642,0.25,0.642,1.186,0.406,1.186,NA,Cypripedium.japonicum
WPetal,50WP,P,L,-0.844,0.234,0.844,1.404,0.304,1.404,NA,Cypripedium.japonicum
WPetal,50WP,P,L,-0.98,0.257,0.98,1.204,0.348,1.204,NA,Cypripedium.japonicum
WPetal,51WP,V,M,-0.228,0.108,0.228,-0.015,0.096,NA,-0.015,Perca.fluviatilis
WPetal,51WP,V,M,0.046,0.085,0.046,0.24,0.067,0.24,NA,Perca.fluviatilis
WPetal,51WP,V,M,0.006,0.111,0.006,0.266,0.069,0.266,NA,Perca.fluviatilis
WPetal,51WP,V,M,0.083,0.144,0.083,0.182,0.072,0.182,NA,Perca.fluviatilis
WPetal,51WP,V,M,-0.087,0.117,0.087,0.09,0.088,0.09,NA,Perca.fluviatilis
WPetal,51WP,V,M,0.015,0.095,0.015,0.146,0.061,0.146,NA,Perca.fluviatilis
WPetal,51WP,V,M,-0.164,0.105,0.164,-0.035,0.071,NA,-0.035,Perca.fluviatilis
WPetal,51WP,V,M,0.131,0.109,0.131,-0.233,0.094,NA,-0.233,Perca.fluviatilis
WPetal,51WP,V,M,-0.006,0.084,0.006,0.158,0.062,0.158,NA,Perca.fluviatilis
WPetal,51WP,V,M,0.05,0.108,0.05,0.111,0.085,0.111,NA,Perca.fluviatilis
WPetal,51WP,V,M,0.202,0.139,0.202,0.155,0.09,0.155,NA,Perca.fluviatilis
WPetal,51WP,V,M,0.15,0.113,0.15,0.126,0.06,0.126,NA,Perca.fluviatilis
WPetal,51WP,V,M,-0.012,0.096,0.012,0.054,0.068,0.054,NA,Perca.fluviatilis
WPetal,51WP,V,M,0.283,0.101,0.283,-0.035,0.073,NA,-0.035,Perca.fluviatilis
WPetal,52WP,V,L,0.163,NA,0.163,NA,NA,NA,NA,Urosaurus.stansburiana
WPetal,52WP,V,L,-0.086,NA,0.086,NA,NA,NA,NA,Urosaurus.stansburiana
WPetal,52WP,V,L,-0.067,NA,0.067,NA,NA,NA,NA,Urosaurus.stansburiana
WPetal,53WP,I,S,0.011,NA,0.011,-0.006,NA,NA,-0.006,Teleogryllus.oceanicus
WPetal,53WP,I,S,0.019,NA,0.019,-0.002,NA,NA,-0.002,Teleogryllus.oceanicus
WPetal,53WP,I,S,0.018,NA,0.018,-0.01,NA,NA,-0.01,Teleogryllus.oceanicus
WPetal,53WP,I,S,-0.018,NA,0.018,0.003,NA,0.003,NA,Teleogryllus.oceanicus
WPetal,53WP,I,S,-0.047,NA,0.047,0.008,NA,0.008,NA,Teleogryllus.oceanicus
WPetal,53WP,I,S,-0.038,NA,0.038,-0.027,NA,NA,-0.027,Teleogryllus.oceanicus
WPetal,53WP,I,S,0.004,NA,0.004,-0.001,NA,NA,-0.001,Teleogryllus.oceanicus
WPetal,53WP,I,S,0.018,NA,0.018,0.009,NA,0.009,NA,Teleogryllus.oceanicus
WPetal,53WP,I,S,0.048,NA,0.048,0.002,NA,0.002,NA,Teleogryllus.oceanicus
WPetal,53WP,I,S,-0.013,NA,0.013,0.012,NA,0.012,NA,Teleogryllus.oceanicus
WPetal,53WP,I,S,-0.02,NA,0.02,-0.022,NA,NA,-0.022,Teleogryllus.oceanicus
WPetal,53WP,I,S,-0.025,NA,0.025,-0.054,NA,NA,-0.054,Teleogryllus.oceanicus
WPetal,53WP,I,S,0.005,NA,0.005,0.008,NA,0.008,NA,Teleogryllus.oceanicus
WPetal,53WP,I,S,0.0001,NA,0.0001,0.013,NA,0.013,NA,Teleogryllus.oceanicus
WPetal,53WP,I,S,-0.016,NA,0.016,0.009,NA,0.009,NA,Teleogryllus.oceanicus
WPetal,53WP,I,S,-0.067,NA,0.067,-0.011,NA,NA,-0.011,Teleogryllus.oceanicus
WPetal,53WP,I,S,-0.025,NA,0.025,-0.023,NA,NA,-0.023,Teleogryllus.oceanicus
WPetal,53WP,I,S,-0.034,NA,0.034,-0.049,NA,NA,-0.049,Teleogryllus.oceanicus
WPetal,54WP,I,S,-0.166,NA,0.166,-0.006,NA,NA,-0.006,Teleogryllus.oceanicus
WPetal,54WP,I,S,-0.423,NA,0.423,0.082,NA,0.082,NA,Teleogryllus.oceanicus
WPetal,54WP,I,S,-0.229,NA,0.229,0.056,NA,0.056,NA,Teleogryllus.oceanicus
WPetal,54WP,I,S,-0.014,NA,0.014,0.224,NA,0.224,NA,Teleogryllus.oceanicus
WPetal,54WP,I,S,-0.325,NA,0.325,-0.589,NA,NA,-0.589,Teleogryllus.oceanicus
WPetal,54WP,I,S,-0.056,NA,0.056,-0.025,NA,NA,-0.025,Teleogryllus.oceanicus
WPetal,54WP,I,S,0.038,NA,0.038,0.006,NA,0.006,NA,Teleogryllus.oceanicus
WPetal,54WP,I,S,-0.085,NA,0.085,0.012,NA,0.012,NA,Teleogryllus.oceanicus
WPetal,54WP,I,S,-0.01,NA,0.01,0.005,NA,0.005,NA,Teleogryllus.oceanicus
WPetal,54WP,I,S,-0.092,NA,0.092,-0.051,NA,NA,-0.051,Teleogryllus.oceanicus
WPetal,54WP,I,S,0.034,NA,0.034,0.007,NA,0.007,NA,Teleogryllus.oceanicus
WPetal,54WP,I,S,-0.031,NA,0.031,0.025,NA,0.025,NA,Teleogryllus.oceanicus
WPetal,55WP,P,L,-0.011,NA,0.011,-0.011,NA,NA,-0.011,Picea.omorika
WPetal,55WP,P,L,0.139,NA,0.139,0.011,NA,0.011,NA,Picea.omorika
WPetal,55WP,P,L,0.471,NA,0.471,0.049,NA,0.049,NA,Picea.omorika
WPetal,55WP,P,L,0.027,NA,0.027,-0.01,NA,NA,-0.01,Picea.omorika
WPetal,55WP,P,L,0.245,NA,0.245,0.039,NA,0.039,NA,Picea.omorika
WPetal,55WP,P,L,0.211,NA,0.211,0.074,NA,0.074,NA,Picea.omorika
WPetal,55WP,P,L,0.636,NA,0.636,0.013,NA,0.013,NA,Picea.omorika
WPetal,55WP,P,L,0.294,NA,0.294,0.055,NA,0.055,NA,Picea.omorika
WPetal,55WP,P,L,0.359,NA,0.359,-0.049,NA,NA,-0.049,Picea.omorika
WPetal,55WP,P,L,0.072,NA,0.072,-0.011,NA,NA,-0.011,Picea.omorika
WPetal,55WP,P,L,0.01,NA,0.01,0.003,NA,0.003,NA,Picea.omorika
WPetal,55WP,P,L,0.06,NA,0.06,0.017,NA,0.017,NA,Picea.omorika
WPetal,55WP,P,L,0.336,NA,0.336,0.016,NA,0.016,NA,Picea.omorika
WPetal,55WP,P,L,0.012,NA,0.012,0.001,NA,0.001,NA,Picea.omorika
WPetal,55WP,P,L,0.146,NA,0.146,0.033,NA,0.033,NA,Picea.omorika
WPetal,55WP,P,L,0.09,NA,0.09,0.047,NA,0.047,NA,Picea.omorika
WPetal,55WP,P,L,0.376,NA,0.376,0.037,NA,0.037,NA,Picea.omorika
WPetal,55WP,P,L,0.23,NA,0.23,0.024,NA,0.024,NA,Picea.omorika
WPetal,55WP,P,L,0.277,NA,0.277,-0.053,NA,NA,-0.053,Picea.omorika
WPetal,55WP,P,L,0.061,NA,0.061,-0.011,NA,NA,-0.011,Picea.omorika
WPetal,56WP,I,M,0.35,0.14,0.35,NA,NA,NA,NA,Calopteryx.splendens
WPetal,56WP,I,M,0.19,0.11,0.19,NA,NA,NA,NA,Calopteryx.splendens
WPetal,56WP,I,M,-0.27,0.33,0.27,NA,NA,NA,NA,Calopteryx.splendens
WPetal,56WP,I,M,-0.85,0.76,0.85,NA,NA,NA,NA,Calopteryx.splendens
WPetal,56WP,I,M,0.03,0.12,0.03,NA,NA,NA,NA,Calopteryx.splendens
WPetal,56WP,I,M,0.05,0.1,0.05,NA,NA,NA,NA,Calopteryx.splendens
WPetal,56WP,I,M,0.15,0.3,0.15,NA,NA,NA,NA,Calopteryx.splendens
WPetal,56WP,I,M,-0.15,0.12,0.15,NA,NA,NA,NA,Calopteryx.splendens
WPetal,56WP,I,M,0.12,0.11,0.12,NA,NA,NA,NA,Calopteryx.splendens
WPetal,56WP,I,M,-0.43,0.31,0.43,NA,NA,NA,NA,Calopteryx.splendens
WPetal,56WP,I,M,1.48,0.75,1.48,NA,NA,NA,NA,Calopteryx.splendens
WPetal,56WP,I,M,-0.33,0.12,0.33,NA,NA,NA,NA,Calopteryx.splendens
WPetal,56WP,I,M,-0.03,0.1,0.03,NA,NA,NA,NA,Calopteryx.splendens
WPetal,56WP,I,M,0.31,0.31,0.31,NA,NA,NA,NA,Calopteryx.splendens
WPetal,57WP,P,L,0.265,0.057,0.265,NA,NA,NA,NA,Datura.stramonium
WPetal,57WP,P,L,0.068,0.051,0.068,NA,NA,NA,NA,Datura.stramonium
WPetal,57WP,P,L,0.166,0.045,0.166,NA,NA,NA,NA,Datura.stramonium
WPetal,57WP,P,L,-0.173,0.103,0.173,NA,NA,NA,NA,Datura.stramonium
WPetal,57WP,P,L,0.355,0.069,0.355,NA,NA,NA,NA,Datura.stramonium
WPetal,57WP,P,L,0.014,0.173,0.014,NA,NA,NA,NA,Datura.stramonium
WPetal,57WP,P,L,0.31,0.075,0.31,NA,NA,NA,NA,Datura.stramonium
WPetal,57WP,P,L,0.048,0.071,0.048,NA,NA,NA,NA,Datura.stramonium
WPetal,57WP,P,L,0.341,0.196,0.341,NA,NA,NA,NA,Datura.stramonium
WPetal,57WP,P,L,0.255,0.179,0.255,NA,NA,NA,NA,Datura.stramonium
WPetal,57WP,P,L,0.317,0.088,0.317,NA,NA,NA,NA,Datura.stramonium
WPetal,57WP,P,L,1.666,0.469,1.666,NA,NA,NA,NA,Datura.stramonium
WPetal,57WP,P,L,0.108,0.061,0.108,NA,NA,NA,NA,Datura.stramonium
WPetal,57WP,P,L,0.219,0.069,0.219,NA,NA,NA,NA,Datura.stramonium
WPetal,57WP,P,L,-0.141,0.099,0.141,NA,NA,NA,NA,Datura.stramonium
WPetal,57WP,P,L,0.29,0.114,0.29,NA,NA,NA,NA,Datura.stramonium
WPetal,57WP,P,L,0.668,0.175,0.668,NA,NA,NA,NA,Datura.stramonium
WPetal,57WP,P,L,0.983,0.39,0.983,NA,NA,NA,NA,Datura.stramonium
WPetal,58WP,V,M,-0.05,NA,0.05,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,0.15,NA,0.15,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,-0.01,NA,0.01,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,-0.08,NA,0.08,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,0.01,NA,0.01,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,-0.01,NA,0.01,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,0.1,NA,0.1,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,-0.11,NA,0.11,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,0.06,NA,0.06,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,0.02,NA,0.02,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,-0.02,NA,0.02,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,-0.17,NA,0.17,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,-0.01,NA,0.01,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,0.01,NA,0.01,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,-0.03,NA,0.03,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,-0.16,NA,0.16,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,-0.1,NA,0.1,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,0.32,NA,0.32,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,-0.14,NA,0.14,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,0.09,NA,0.09,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,-0.05,NA,0.05,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,-0.07,NA,0.07,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,-0.02,NA,0.02,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,-0.08,NA,0.08,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,-0.08,NA,0.08,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,-0.07,NA,0.07,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,-0.16,NA,0.16,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,-0.03,NA,0.03,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,0.01,NA,0.01,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,0.15,NA,0.15,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,0.02,NA,0.02,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,-0.12,NA,0.12,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,-0.11,NA,0.11,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,-0.26,NA,0.26,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,0.03,NA,0.03,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,-0.13,NA,0.13,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,-0.11,NA,0.11,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,-0.06,NA,0.06,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,0.08,NA,0.08,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,-0.12,NA,0.12,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,-0.02,NA,0.02,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,-0.23,NA,0.23,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,0.06,NA,0.06,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,-0.32,NA,0.32,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,-0.04,NA,0.04,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,0,NA,0,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,0.07,NA,0.07,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,-0.03,NA,0.03,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,-0.13,NA,0.13,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,-0.13,NA,0.13,NA,NA,NA,NA,Poecilia.reticulata
WPetal,58WP,V,M,-0.02,NA,0.02,NA,NA,NA,NA,Poecilia.reticulata
WPetal,59WP,V,M,-0.29,0.37,0.29,-0.39,0.23,NA,-0.39,Agelaius.phoeniceus
WPetal,59WP,V,M,0.15,0.52,0.15,0.2,0.29,0.2,NA,Agelaius.phoeniceus
WPetal,59WP,V,M,1.37,0.65,1.37,-0.55,0.89,NA,-0.55,Agelaius.phoeniceus
WPetal,59WP,V,M,0.4,0.49,0.4,-0.43,0.34,NA,-0.43,Agelaius.phoeniceus
WPetal,59WP,V,M,-0.5,0.51,0.5,0.19,0.27,0.19,NA,Agelaius.phoeniceus
WPetal,59WP,V,M,-0.19,0.53,0.19,0.32,0.31,0.32,NA,Agelaius.phoeniceus
WPetal,59WP,V,M,-0.31,0.63,0.31,-0.2,0.55,NA,-0.2,Agelaius.phoeniceus
WPetal,59WP,V,M,0.65,0.63,0.65,-0.78,0.46,NA,-0.78,Agelaius.phoeniceus
WPetal,59WP,V,M,-0.79,0.6,0.79,0.09,0.65,0.09,NA,Agelaius.phoeniceus
WPetal,59WP,V,M,0.7,0.61,0.7,0.11,0.49,0.11,NA,Agelaius.phoeniceus
WPetal,59WP,V,M,-0.61,0.61,0.61,0.14,0.3,0.14,NA,Agelaius.phoeniceus
WPetal,59WP,V,M,0.13,0.47,0.13,-0.08,0.4,NA,-0.08,Agelaius.phoeniceus
WPetal,60WP,V,M,-0.216,NA,0.216,NA,NA,NA,NA,Molothrus.ater
WPetal,61WP,V,S,0.095,NA,0.095,-0.087,NA,NA,-0.087,Poecilia.reticulata
WPetal,61WP,V,S,-0.162,NA,0.162,-0.056,NA,NA,-0.056,Poecilia.reticulata
WPetal,61WP,V,S,0.024,NA,0.024,-0.114,NA,NA,-0.114,Poecilia.reticulata
WPetal,61WP,V,S,-0.071,NA,0.071,-0.007,NA,NA,-0.007,Poecilia.reticulata
WPetal,61WP,V,S,0.002,NA,0.002,0.033,NA,0.033,NA,Poecilia.reticulata
WPetal,61WP,V,S,-0.042,NA,0.042,0.016,NA,0.016,NA,Poecilia.reticulata
JKetal,MCS01,V,M,NA,NA,NA,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,NA,NA,NA,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,NA,NA,NA,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,NA,NA,NA,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,NA,NA,NA,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,NA,NA,NA,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,NA,NA,NA,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,NA,NA,NA,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,NA,NA,NA,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,NA,NA,NA,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,NA,NA,NA,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,MCS01,V,M,NA,NA,NA,NA,NA,NA,NA,Pyrenestes.ostrinus
JKetal,klw04,P,S,0.07,NA,0.07,0.15,NA,0.15,NA,Raphanus.raphanistrum
JKetal,klw04,P,S,0.04,NA,0.04,0.08,NA,0.08,NA,Raphanus.raphanistrum
JKetal,klw04,P,S,0.01,NA,0.01,0.05,NA,0.05,NA,Raphanus.raphanistrum
JKetal,klw04,P,S,0.1,NA,0.1,0.09,NA,0.09,NA,Raphanus.raphanistrum
